id,origin_user,origin,destination,flight_type,travel_date,overall_rating,review_text
53,Desconocido,Seville,Las Palmas de Gran Canaria,Domestic,diciembre de 2025,1,"En un vuelo directo, Sevilla-las Palmas de Gran Canaria en el que llegamos perfectamente a tiempo al aeropuerto, entregamos nuestras maletas en el mostrador de facturación y ya no vimos más el equipaje. Pagamos 2 maletas para poder tener todas las cosas necesarias y estar cómodos, y llevamos 5 días sin nada. Cuando llegamos a las palmas, fuimos a reclamar nuestro equipaje a SOUTH Europa Global Service, donde dimos nuestra dirección de entrega en las palmas. Solo nos dieron un código de incidencia, aunque nos habían extraviado 2 maletas de 2 pasajeros diferentes, así Vueling se ahorra la mitad de la indemnización que se recibe por día cada pasajero al que le han perdido el equipaje. Nos dijeron que podíamos gastar 50 euros para 3 personas (solo en productos que ellos consideran de primera necesidad, no lo que tu necesites!) por cada día de retraso, justificando todos los gastos exhaustivamente con tickets de compra, pero no se puede adquirir ningún producto de primera necesidad hasta pasadas 24h del retraso del equipaje. 1. 50 eur para 3 personas no da absolutamente para nada con los precios actuales. 2. En las primera 24h estuvimos absolutamente sin nada, sin ropa, sin pijama, sin cepillo de dientes, sin ropa interior, calcetines, todo estaba en las maletas. 3. Hemos estado todo el tiempo de nuestras vacaciones pendientes de llamar a Vueling y comprar cosas para sobrevivir, día a día, en lugar de disfrutar de la familia y las vacaciones. Al llamar a vueling solo podemos hablar con un robot que no nos decía nada excepto que habían perdido nuestro equipaje: no se puede hablar con la empresa que reparte las maletas perdidas, SOUTH no coge el teléfono a los clientes; no se puede saber si la maleta ha llegado al aeropuerto. NO SE PUEDE HABLAR CON NADIE que esté a cargo de tu equipaje. El día 30 nos dicen por la mañana que han localizado nuestro equipaje, y a pesar de haber varios vuelos durante el día nos dicen que lo van a enviar de Sevilla a las palmas en el último vuelo del día, VY3050, que llegaba a las Palmas a las 22:40. También nos dijeron que nos llamarían desde el aeropuerto cuando recepcionaran nuestro equipaje. Esto nunca ocurrió. El día 31, después de llamar 11 veces a Vueling sin obtener ninguna información, porque a pesar de hablar con un agente solo decían que no sabían nada excepto que nuestro equipaje está perdido, ¡gracias por la información!, decidí dirigirme al aeropuerto que está a 25 km de donde nos estamos quedando con un tráfico propio de un 31 de diciembre, para intentar recuperar mis 2 maletas. Ahí me llevé la peor sorpresa: SOUTH y sus ineptos empleados no solo no nos habían llamado al recibir nuestro equipaje, sino que LO HABIAN ENVIADO A NUESTRA RESIDENCIA HABITUAL A TENERIFE, a pesar de que nosotros indicamos claramente que estaríamos en las palmas y dimos la dirección de entrega. Para mi asombro, los empleados de SOUTH nos dicen que no pueden hacer nada, a pesar de que eran las 19: 00h de la tarde y hay un vuelo cada hora de Tenerife Norte a Las Palmas hasta las 22h al menos. Lo peor es que el empleado de South, un tal Oscar, me dijo que había llamado y era imposible hacer nada por nosotros y se que me MINTIÓ, yo estaba allí y en ningún momento llamo a Tenerife Norte. El trato que este empleado nos dio fue lamentable, en el tono de su conversación, la negativa a hacer cualquier tipo de gestión para encontrar una solución. Me dijo que lo mandaban el día 1 por la mañana. Hoy seguíamos sin nuestras cosas, volví a llamar a Vueling para que alguien me aclarará que estaba pasando y cuando iba a llegar el equipaje, misma respuesta, no pueden decir nada. Al estar tan enfadada me dijeron que a lo largo del día me llamaría un “supervisor” para darme alguna respuesta, eso no ocurrió tampoco. Además, el día 1 todo está cerrado por ser festivo, con lo que tampoco pudimos comprar nada más, y gracias a esto también se ahorran la indemnización diaria. Cuidadito con Vueling, pagas por tu maleta y te quedas sin nada! El próximo viaje será sin duda con Binter."
54,Desconocido,Sendai,Las Palmas de Gran Canaria,International,enero de 2026,1,"Me han arañado la maleta, así que todo pésimo. Ladrones, ladrones, ladrones, ladrones, ladrones, ladrones, ladrones ..."
55,Desconocido,Barcelona,Granada,Domestic,diciembre de 2025,1,"Mi hija con 15 años voló a Barcelona a pasar unos días con sus amigas. Llevaba una maleta con las dimensiones requeridas, solamente sobrepasaba las dimensiones de las ruedas, 3cm?. La trabajadora la trató como a una delincuente, fue muy mal educada, mi hija me llamó llorando, es una vergüenza que traten así a una niña de 15 años cumpliendo con las dimensiones de la maleta. Se les olvida a la compañía que sin viajeros se van a su casa. Si puedo no volveré a usar está compañía"
56,Desconocido,Valencia,Las Palmas de Gran Canaria,Domestic,diciembre de 2025,5,"vuelo del dia 19 de Diciembre de 2025, fui muy comodo por el trato que me ofrecio la sobrecargo y toda la tripulscion de presente vuelo. Descatar el aterrizaje de la tripulacion que fue expectacular"
57,Desconocido,Alicante,Istanbul,Europe,diciembre de 2025,1,"Al subir al avión, me obligaron a mandar a bodega mi carrion, y me cobraron 120 euros para esto, llegado a destino , mi equipaje nunca llegó, imposible hacer un reclamo, vueling no atiende. De regreso a Alicante, y luego de una gran espera, pude comunicarme por te. , lo único que me dijeron es que los 120 euros no se devolvían. Me dejaron sin mi equipaje y me cobraron 120 euros para esto. Todavía estoy esperando que me digan que paso con mi equipaje. Una estafa e irresponsabilidad. Vueling, asi no se trata a los clientes. NUNCA MAS"
58,Desconocido,Bilbao,Milan,Europe,diciembre de 2025,1,"El retraso de más de dos horas y media de su vuelo VY1456 (Bilbao-Milán Malpensa) el pasado 21/12/2025 ha sido una auténtica pesadilla. Por su culpa, mi hija, su madrina y yo perdimos la conexión a Cagliari. Lo peor no fue el gasto extra en alojamiento, transportes, dietas y nuevos desplazamientos (que ha sido altísimo); lo verdaderamente imperdonable es el daño moral: mi hijo se quedó solo en Cagliari el domingo por la noche, teniendo que cruzar la isla en tren al día siguiente para encontrarse con nosotras mientras nosotras volábamos angustiadas a Olbia. Su falta de puntualidad provocó cancelaciones de coches de alquiler, noche de hotel imprevista cerca del aeropuerto Linate y un estrés emocional incalculable en plenas fechas navideñas. A Vueling no le importan las personas, solo las estadísticas. Han demostrado una falta total de empatía y profesionalidad. Si valoran su tiempo, su dinero y, sobre todo, su paz familiar, no intenten no volar con ellos. Es una compañía descuida respuestas cuando sus fallos logísticos malogran la vida de los pasajeros. #Vueling #Vergüenza #MalServicio #AfectadosVueling"
59,Desconocido,Palma de Mallorca,Barcelona,Domestic,diciembre de 2025,1,Pagué 30 eur por maleta de 25 kg. La subi a la puerta de embarque y me cobraron otros 60 porque la tendría que haber facturado. Hola Ryan Air... qué triste que aprendáis de los peores. Nunca más Vueling con vuestras políticas de estafa a los clientes.
60,Desconocido,Madrid,Vienna,Europe,diciembre de 2025,1,"Había comprado un vuelo con antelación. Cuando faltan 24 horas para volar, voy a la página a hacer el chek in. Para mí sorpresa mi reserva no aparecía. En después de intentar contactar por una hora con trabajadores de atención al cliente uno de ellos me pudo explicar lo que pasaba. ""El vuelo estaba operado por otra empresa y nunca recibimos confirmación de parte de ellos. Si quiere le podemos devolver el dinero"" Indignante la irresponsabilidad y que no sean capaces de avisar de este problema. He tenido que gastarme muchísimo dinero porque necesito volar mañana y por su incompetencia no he podido tener un viaje bien organizado."
61,Desconocido,Palma de Mallorca,Alicante,Domestic,diciembre de 2025,1,"Mucho que desear a diferencia de AIR EUROPA que si vale la pena, la amargada por llamarla de alguna manera me ha hecho sacar la tablet de la mochila porque salía 6 cm de la cajita de medida. Siendo residente de la isla y que te limiten así obligándote a abonar 50€ más por una mochila que sobresale unos cm es de vergüenza… me guardo las palabras que me gustaría poner por aquí pero tengo más decencia que los trabajadores de esta aerolínea, la última vez que vuelo con estos! Usureros."
62,Desconocido,Barcelona,La Coruna,Domestic,diciembre de 2025,1,"Nada, han vendido mi billete dos veces. Ni con asiento seleccionado te libras. Además he tenido que pagarme otra vez el billete. Lo barato sale caro. Evitad volar con vueling siempre que haya otra compañía que haga la misma ruta, aunque sea más caro. No hay una compañía que te trate peor."
63,Desconocido,Istanbul,Barcelona,Europe,noviembre de 2025,1,"Vuelo retrasado más de 2 horas. No recibimos de parte de Vueling ni agua ni ningún tipo de refrigerio como es preceptivo en estos casos, y sí nos han ofrecido otras compañías aéreas menores low cost en casos similares. En nuestro caso, el retraso de más de 2 horas nos supuso perder una conexión en autobús nocturno hasta nuestro destino por un valor de 63€. Al demandar la compensación y adjuntar prueba por este gasto la compañía no quiso hacerse responsable. Lamentable"
64,Desconocido,Barcelona,Las Palmas de Gran Canaria,Domestic,diciembre de 2025,1,"Si mucha imagen bonita de unir a las familias por Navidad y es una compañía nefasta! Siempre había oído hablar muy mal de Vueling pero nunca comprobado por mi misma hasta hoy!!!! NO ACONSEJO #vueling A NADIE!!!!!! Ya desde el check in la cosa empieza a ir mal. Compro dos billetes para mi y mi pareja y estando la fila de 3 y 3 libre nos seleccionan los asientos de el medio a cada lado, en vez de ponernos correlativos estando la fila vacía! Y todo para que pagues los asientos! El embarque a parte de mal gestionado con incompetentes, dentro del avión con los azafatos la cosa no cambia! Malas caras por parte de los tripulantes y sin ganas de ayudar ni trabajar. El desembarque tedioso como nunca había vivido. Nunca más. Desaparece Vueling!!!"
65,Desconocido,Seville,Barcelona,Domestic,diciembre de 2025,5,"Mi vuelo de ayer con ésta compañía fue estupendo, tenía una conexión a Viena y cambiar de terminal a mí llegada a Barcelona con poco margen de tiempo, se lo comenté a la azafata y me dijo que harían lo posible para que saliera la primera, como no conocía bien el aeropuerto me explicaron como debía hacer para llegar a la otra terminal Dar las gracias a toda la tripulación por su gran interés y que gracias a sus indicaciones pude coger a tiempo el vuelo de conexión a Viena Saludos desde Viena❤️"
66,Desconocido,Palma de Mallorca,Valencia,Domestic,octubre de 2025,1,"Mi vuelo se retrasó casi 3 horas. Los puestos de comida estaban cerrados y al llegar a Valencia no había transporte público y apenas taxis. Tuve que pagar 30 euros por un taxi en lugar de utilizar el metro. Contacté con Vueling en múltiples ocasiones y no sólo no me ayudaron, sino que NUNCA me respondieron. Es una compañia LOW cost y LOW quality. No la recomiendo, siempre se retrasan sus vuelos de últimas horas sin compensar de ningún modo a los pasajeros."
67,Desconocido,Barcelona,Malaga,Domestic,diciembre de 2025,1,"Teníamos contratado y pagado el servicio de facturación de una maleta de 15 kg en bodega (48 €) para un vuelo de Barcelona a Málaga. Por causas ajenas a nosotros, debido al intenso tráfico de acceso al aeropuerto provocado por un accidente, no llegamos a tiempo al mostrador de facturación y acudimos directamente al de embarque. Allí se nos obligó a pagar 60 € adicionales para subir la maleta, tratándola como equipaje de mano (recibo QWP64H-03). Entiendo este cargo, ya que ese servicio no estaba contratado inicialmente. Sin embargo, el servicio de facturar la maleta en bodega, que sí habíamos pagado, no fue prestado, y no se ofreció ninguna alternativa ni reembolso en el momento. Considero que, como mínimo, debería devolverse el importe correspondiente a ese servicio no utilizado (48 €). Experiencia decepcionante por la falta de flexibilidad y de una solución justa ante una situación claramente ajena al pasajero."
